PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25842290","Combined MEG and EEG show reliable patterns of electromagnetic brain activity during natural viewing","Chang WT, Jääskeläinen IP, Belliveau JW, Huang S, Hung AY, Rossi S, Ahveninen J.","Neuroimage. 2015 Jul 1;114:49-56. doi: 10.1016/j.neuroimage.2015.03.066. Epub 2015 Apr 2.","Chang WT","Neuroimage","2015","2015/04/06","PMC4446182","NIHMS677390","10.1016/j.neuroimage.2015.03.066"
"24788324","Widely applicable MATLAB routines for automated analysis of saccadic reaction times","Leppänen JM, Forssman L, Kaatiala J, Yrttiaho S, Wass S.","Behav Res Methods. 2015 Jun;47(2):538-48. doi: 10.3758/s13428-014-0473-z.","Leppänen JM","Behav Res Methods","2015","2014/05/03","PMC4427653","","10.3758/s13428-014-0473-z"
"26025444","Envelope filter sequence to delete blinks and overshoots","Merino M, Gómez IM, Molina AJ.","Biomed Eng Online. 2015 May 30;14:48. doi: 10.1186/s12938-015-0046-0.","Merino M","Biomed Eng Online","2015","2015/05/31","PMC4448277","","10.1186/s12938-015-0046-0"
"25932947","EEG Single-Trial Detection of Gait Speed Changes during Treadmill Walk","Lisi G, Morimoto J.","PLoS One. 2015 May 1;10(5):e0125479. doi: 10.1371/journal.pone.0125479. eCollection 2015.","Lisi G","PLoS One","2015","2015/05/02","PMC4416798","","10.1371/journal.pone.0125479"
"26150993","Sleep scoring made easy-Semi-automated sleep analysis software and manual rescoring tools for basic sleep research in mice","Kreuzer M, Polta S, Gapp J, Schuler C, Kochs EF, Fenzl T.","MethodsX. 2015 Apr 24;2:232-40. doi: 10.1016/j.mex.2015.04.005. eCollection 2015.","Kreuzer M","MethodsX","2015","2015/07/08","PMC4487923","","10.1016/j.mex.2015.04.005"
"25909328","Quantifying spike train oscillations: biases, distortions and solutions","Matzner A, Bar-Gad I.","PLoS Comput Biol. 2015 Apr 24;11(4):e1004252. doi: 10.1371/journal.pcbi.1004252. eCollection 2015 Apr.","Matzner A","PLoS Comput Biol","2015","2015/04/25","PMC4409360","","10.1371/journal.pcbi.1004252"
"26884785","Evaluation of Cerebral Cortex Function in Clients with Bipolar Mood Disorder I (BMD I) Compared With BMD II Using QEEG Analysis","Khaleghi A, Sheikhani A, Mohammadi MR, Moti Nasrabadi A.","Iran J Psychiatry. 2015 Apr;10(2):93-9.","Khaleghi A","Iran J Psychiatry","2015","2016/02/18","PMC4752531","",""
"25666892","EEG artifact elimination by extraction of ICA-component features using image processing algorithms","Radüntz T, Scouten J, Hochmuth O, Meffert B.","J Neurosci Methods. 2015 Mar 30;243:84-93. doi: 10.1016/j.jneumeth.2015.01.030. Epub 2015 Feb 7.","Radüntz T","J Neurosci Methods","2015","2015/02/11","","","10.1016/j.jneumeth.2015.01.030"
"25644435","SSVEP signatures of binocular rivalry during simultaneous EEG and fMRI","Jamison KW, Roy AV, He S, Engel SA, He B.","J Neurosci Methods. 2015 Mar 30;243:53-62. doi: 10.1016/j.jneumeth.2015.01.024. Epub 2015 Jan 30.","Jamison KW","J Neurosci Methods","2015","2015/02/04","PMC4359627","NIHMS666194","10.1016/j.jneumeth.2015.01.024"
"25880649","Validation of overnight oximetry to diagnose patients with moderate to severe obstructive sleep apnea","Hang LW, Wang HL, Chen JH, Hsu JC, Lin HH, Chung WS, Chen YF.","BMC Pulm Med. 2015 Mar 20;15:24. doi: 10.1186/s12890-015-0017-z.","Hang LW","BMC Pulm Med","2015","2015/04/17","PMC4407425","","10.1186/s12890-015-0017-z"
"26913150","Low-Amplitude Craniofacial EMG Power Spectral Density and 3D Muscle Reconstruction from MRI","Wiedemann L, Chaberova J, Edmunds K, Einarsdóttir G, Ramon C, Gargiulo P.","Eur J Transl Myol. 2015 Mar 11;25(2):4886. doi: 10.4081/ejtm.2015.4886. eCollection 2015 Mar 11.","Wiedemann L","Eur J Transl Myol","2015","2016/02/26","PMC4749011","","10.4081/ejtm.2015.4886"
"25563227","Physiologic artifacts in resting state oscillations in young children: methodological considerations for noisy data","McEvoy K, Hasenstab K, Senturk D, Sanders A, Jeste SS.","Brain Imaging Behav. 2015 Mar;9(1):104-14. doi: 10.1007/s11682-014-9343-7.","McEvoy K","Brain Imaging Behav","2015","2015/01/08","PMC4385516","NIHMS653573","10.1007/s11682-014-9343-7"
"25741249","Classification of single-trial auditory events using dry-wireless EEG during real and motion simulated flight","Callan DE, Durantin G, Terzibas C.","Front Syst Neurosci. 2015 Feb 17;9:11. doi: 10.3389/fnsys.2015.00011. eCollection 2015.","Callan DE","Front Syst Neurosci","2015","2015/03/06","PMC4330719","","10.3389/fnsys.2015.00011"
"26052361","Monitoring depth of anesthesia using combination of EEG measure and hemodynamic variables","Shalbaf R, Behnam H, Jelveh Moghadam H.","Cogn Neurodyn. 2015 Feb;9(1):41-51. doi: 10.1007/s11571-014-9295-z. Epub 2014 May 9.","Shalbaf R","Cogn Neurodyn","2015","2015/06/09","PMC4454131","","10.1007/s11571-014-9295-z"
"25661447","Thought-based row-column scanning communication board for individuals with cerebral palsy","Scherer R, Billinger M, Wagner J, Schwarz A, Hettich DT, Bolinger E, Lloria Garcia M, Navarro J, Müller-Putz G.","Ann Phys Rehabil Med. 2015 Feb;58(1):14-22. doi: 10.1016/j.rehab.2014.11.005. Epub 2015 Jan 9.","Scherer R","Ann Phys Rehabil Med","2015","2015/02/10","","","10.1016/j.rehab.2014.11.005"
"25195691","Regression-based estimation of ERP waveforms: II. Nonlinear effects, overlap correction, and practical considerations","Smith NJ, Kutas M.","Psychophysiology. 2015 Feb;52(2):169-81. doi: 10.1111/psyp.12320. Epub 2014 Sep 4.","Smith NJ","Psychophysiology","2015","2014/09/09","PMC5306445","NIHMS619985","10.1111/psyp.12320"
"25141770","Regression-based estimation of ERP waveforms: I. The rERP framework","Smith NJ, Kutas M.","Psychophysiology. 2015 Feb;52(2):157-68. doi: 10.1111/psyp.12317. Epub 2014 Aug 21.","Smith NJ","Psychophysiology","2015","2014/08/22","PMC5308234","NIHMS618173","10.1111/psyp.12317"
"25450111","Removing speech artifacts from electroencephalographic recordings during overt picture naming","Porcaro C, Medaglia MT, Krott A.","Neuroimage. 2015 Jan 15;105:171-80. doi: 10.1016/j.neuroimage.2014.10.049. Epub 2014 Oct 22.","Porcaro C","Neuroimage","2015","2014/12/03","","","10.1016/j.neuroimage.2014.10.049"
"25601852","Constructing Carbon Fiber Motion-Detection Loops for Simultaneous EEG-fMRI","Abbott DF, Masterton RA, Archer JS, Fleming SW, Warren AE, Jackson GD.","Front Neurol. 2015 Jan 5;5:260. doi: 10.3389/fneur.2014.00260. eCollection 2014.","Abbott DF","Front Neurol","2015","2015/01/21","PMC4283719","","10.3389/fneur.2014.00260"
"26900860","State-of-the-Art Analysis of High-Frequency (Gamma Range) Electroencephalography in Humans","Nottage JF, Horder J.","Neuropsychobiology. 2015;72(3-4):219-28. doi: 10.1159/000382023. Epub 2016 Feb 23.","Nottage JF","Neuropsychobiology","2015","2016/02/23","","","10.1159/000382023"
"26738116","Use of multiscale entropy to facilitate artifact detection in electroencephalographic signals","Mariani S, Borges AF, Henriques T, Goldberger AL, Costa MD.","Annu Int Conf IEEE Eng Med Biol Soc. 2015;2015:7869-72. doi: 10.1109/EMBC.2015.7320216.","Mariani S","Annu Int Conf IEEE Eng Med Biol Soc","2015","2016/01/07","PMC4855284","NIHMS779763","10.1109/EMBC.2015.7320216"
"26737936","Comparison of foam-based and spring-loaded dry EEG electrodes with wet electrodes in resting and moving conditions","Yeung A, Garudadri H, Van Toen C, Mercier P, Balkan O, Makeig S, Virji-Babul N.","Annu Int Conf IEEE Eng Med Biol Soc. 2015;2015:7131-4. doi: 10.1109/EMBC.2015.7320036.","Yeung A","Annu Int Conf IEEE Eng Med Biol Soc","2015","2016/01/07","PMC5978408","NIHMS969949","10.1109/EMBC.2015.7320036"
"26736276","A Classification method for eye movements direction during REM sleep trained on wake electro-oculographic recordings","Betta M, Laurino M, Gemignani A, Landi A, Menicucci D.","Annu Int Conf IEEE Eng Med Biol Soc. 2015;2015:370-3. doi: 10.1109/EMBC.2015.7318376.","Betta M","Annu Int Conf IEEE Eng Med Biol Soc","2015","2016/01/07","PMC5040520","EMS68442","10.1109/EMBC.2015.7318376"
"26380294","Automatic Artifact Removal from Electroencephalogram Data Based on A Priori Artifact Information","Zhang C, Tong L, Zeng Y, Jiang J, Bu H, Yan B, Li J.","Biomed Res Int. 2015;2015:720450. doi: 10.1155/2015/720450. Epub 2015 Aug 25.","Zhang C","Biomed Res Int","2015","2015/09/18","PMC4562337","","10.1155/2015/720450"
"25481074","On the cerebral origin of EEG responses to TMS: insights from severe cortical lesions","Gosseries O, Sarasso S, Casarotto S, Boly M, Schnakers C, Napolitani M, Bruno MA, Ledoux D, Tshibanda JF, Massimini M, Laureys S, Rosanova M.","Brain Stimul. 2015 Jan-Feb;8(1):142-9. doi: 10.1016/j.brs.2014.10.008. Epub 2014 Oct 18.","Gosseries O","Brain Stimul","2015","2014/12/08","","","10.1016/j.brs.2014.10.008"
"25510922","Enhancing brain-machine interface (BMI) control of a hand exoskeleton using electrooculography (EOG)","Witkowski M, Cortese M, Cempini M, Mellinger J, Vitiello N, Soekadar SR.","J Neuroeng Rehabil. 2014 Dec 16;11:165. doi: 10.1186/1743-0003-11-165.","Witkowski M","J Neuroeng Rehabil","2014","2014/12/17","PMC4274709","","10.1186/1743-0003-11-165"
"25671095","Event-related potential datasets based on a three-stimulus paradigm","Vareka L, Bruha P, Moucek R.","Gigascience. 2014 Dec 12;3(1):35. doi: 10.1186/2047-217X-3-35. eCollection 2014.","Vareka L","Gigascience","2014","2015/02/12","PMC4322487","","10.1186/2047-217X-3-35"
"25505377","Sitting and standing intention can be decoded from scalp EEG recorded prior to movement execution","Bulea TC, Prasad S, Kilicarslan A, Contreras-Vidal JL.","Front Neurosci. 2014 Nov 25;8:376. doi: 10.3389/fnins.2014.00376. eCollection 2014.","Bulea TC","Front Neurosci","2014","2014/12/16","PMC4243562","","10.3389/fnins.2014.00376"
"25390372","A supplementary system for a brain-machine interface based on jaw artifacts for the bidimensional control of a robotic arm","Costa Á, Hortal E, Iáñez E, Azorín JM.","PLoS One. 2014 Nov 12;9(11):e112352. doi: 10.1371/journal.pone.0112352. eCollection 2014.","Costa Á","PLoS One","2014","2014/11/13","PMC4229196","","10.1371/journal.pone.0112352"
"25383625","Removal of pulse artefact from EEG data recorded in MR environment at 3T. Setting of ICA parameters for marking artefactual components: application to resting-state data","Maggioni E, Arrubla J, Warbrick T, Dammers J, Bianchi AM, Reni G, Tosetti M, Neuner I, Shah NJ.","PLoS One. 2014 Nov 10;9(11):e112147. doi: 10.1371/journal.pone.0112147. eCollection 2014.","Maggioni E","PLoS One","2014","2014/11/11","PMC4226479","","10.1371/journal.pone.0112147"
"25792989","Quantitative electroencephalogram (QEEG) Spectrum Analysis of Patients with Schizoaffective Disorder Compared to Normal Subjects","Moeini M, Khaleghi A, Amiri N, Niknam Z.","Iran J Psychiatry. 2014 Oct;9(4):216-21.","Moeini M","Iran J Psychiatry","2014","2015/03/21","PMC4361824","",""
"25275348","A preliminary study of muscular artifact cancellation in single-channel EEG","Chen X, Liu A, Peng H, Ward RK.","Sensors (Basel). 2014 Oct 1;14(10):18370-89. doi: 10.3390/s141018370.","Chen X","Sensors (Basel)","2014","2014/10/03","PMC4239950","","10.3390/s141018370"
"24975291","A statistically robust EEG re-referencing procedure to mitigate reference effect","Lepage KQ, Kramer MA, Chu CJ.","J Neurosci Methods. 2014 Sep 30;235:101-16. doi: 10.1016/j.jneumeth.2014.05.008. Epub 2014 Jun 27.","Lepage KQ","J Neurosci Methods","2014","2014/07/01","PMC4160811","NIHMS623573","10.1016/j.jneumeth.2014.05.008"
"25285065","De-noising with a SOCK can improve the performance of event-related ICA","Bhaganagarapu K, Jackson GD, Abbott DF.","Front Neurosci. 2014 Sep 19;8:285. doi: 10.3389/fnins.2014.00285. eCollection 2014.","Bhaganagarapu K","Front Neurosci","2014","2014/10/07","PMC4168685","","10.3389/fnins.2014.00285"
"25038522","Model-based estimation of loop gain using spontaneous breathing: a validation study","Gederi E, Nemati S, Edwards BA, Clifford GD, Malhotra A, Wellman A.","Respir Physiol Neurobiol. 2014 Sep 15;201:84-92. doi: 10.1016/j.resp.2014.07.002. Epub 2014 Jul 17.","Gederi E","Respir Physiol Neurobiol","2014","2014/07/20","PMC4324174","NIHMS617616","10.1016/j.resp.2014.07.002"
"24706574","Stimulus-evoked potentials contribute to map the epileptogenic zone during stereo-EEG presurgical monitoring","Boido D, Kapetis D, Gnatkovsky V, Pastori C, Galbardi B, Sartori I, Tassi L, Cardinale F, Francione S, de Curtis M.","Hum Brain Mapp. 2014 Sep;35(9):4267-81. doi: 10.1002/hbm.22516. Epub 2014 Apr 4.","Boido D","Hum Brain Mapp","2014","2014/04/08","PMC6869715","","10.1002/hbm.22516"
"24264591","A graphical user interface for infant ERP analysis","Kaatiala J, Yrttiaho S, Forssman L, Perdue K, Leppänen J.","Behav Res Methods. 2014 Sep;46(3):745-57. doi: 10.3758/s13428-013-0404-4.","Kaatiala J","Behav Res Methods","2014","2013/11/23","PMC4105585","","10.3758/s13428-013-0404-4"
"24972186","An electrocorticographic electrode array for simultaneous recording from medial, lateral, and intrasulcal surface of the cortex in macaque monkeys","Fukushima M, Saunders RC, Mullarkey M, Doyle AM, Mishkin M, Fujii N.","J Neurosci Methods. 2014 Aug 15;233:155-65. doi: 10.1016/j.jneumeth.2014.06.022. Epub 2014 Jun 24.","Fukushima M","J Neurosci Methods","2014","2014/06/28","PMC4123547","NIHMS608528","10.1016/j.jneumeth.2014.06.022"
"24960423","Ballistocardiogram artifact removal with a reference layer and standard EEG cap","Luo Q, Huang X, Glover GH.","J Neurosci Methods. 2014 Aug 15;233:137-49. doi: 10.1016/j.jneumeth.2014.06.021. Epub 2014 Jun 22.","Luo Q","J Neurosci Methods","2014","2014/06/25","PMC4126606","NIHMS607781","10.1016/j.jneumeth.2014.06.021"
"25120427","Investigating the effect of modifying the EEG cap lead configuration on the gradient artifact in simultaneous EEG-fMRI","Mullinger KJ, Chowdhury ME, Bowtell R.","Front Neurosci. 2014 Jul 29;8:226. doi: 10.3389/fnins.2014.00226. eCollection 2014.","Mullinger KJ","Front Neurosci","2014","2014/08/15","PMC4114285","","10.3389/fnins.2014.00226"
"25120421","Removing ballistocardiogram (BCG) artifact from full-scalp EEG acquired inside the MR scanner with Orthogonal Matching Pursuit (OMP)","Xia H, Ruan D, Cohen MS.","Front Neurosci. 2014 Jul 29;8:218. doi: 10.3389/fnins.2014.00218. eCollection 2014.","Xia H","Front Neurosci","2014","2014/08/15","PMC4114198","","10.3389/fnins.2014.00218"
"25071531","Interference of tonic muscle activity on the EEG: a single motor unit study","Yilmaz G, Ungan P, Sebik O, Uginčius P, Türker KS.","Front Hum Neurosci. 2014 Jul 11;8:504. doi: 10.3389/fnhum.2014.00504. eCollection 2014.","Yilmaz G","Front Hum Neurosci","2014","2014/07/30","PMC4092367","","10.3389/fnhum.2014.00504"
"27170874","High-Frequency Oscillations Recorded on the Scalp of Patients With Epilepsy Using Tripolar Concentric Ring Electrodes","Besio WG, Martínez-Juárez IE, Makeyev O, Gaitanis JN, Blum AS, Fisher RS, Medvedev AV.","IEEE J Transl Eng Health Med. 2014 Jun 30;2:2000111. doi: 10.1109/JTEHM.2014.2332994. eCollection 2014.","Besio WG","IEEE J Transl Eng Health Med","2014","2016/05/13","PMC4848054","","10.1109/JTEHM.2014.2332994"
"25002836","Separation and reconstruction of BCG and EEG signals during continuous EEG and fMRI recordings","Xia H, Ruan D, Cohen MS.","Front Neurosci. 2014 Jun 23;8:163. doi: 10.3389/fnins.2014.00163. eCollection 2014.","Xia H","Front Neurosci","2014","2014/07/09","PMC4067090","","10.3389/fnins.2014.00163"
"24560132","Automatic interpretation and writing report of the adult waking electroencephalogram","Shibasaki H, Nakamura M, Sugi T, Nishida S, Nagamine T, Ikeda A.","Clin Neurophysiol. 2014 Jun;125(6):1081-94. doi: 10.1016/j.clinph.2013.12.114. Epub 2014 Jan 21.","Shibasaki H","Clin Neurophysiol","2014","2014/02/25","","","10.1016/j.clinph.2013.12.114"
"24904261","What we can and cannot (yet) do with functional near infrared spectroscopy","Strait M, Scheutz M.","Front Neurosci. 2014 May 23;8:117. doi: 10.3389/fnins.2014.00117. eCollection 2014.","Strait M","Front Neurosci","2014","2014/06/07","PMC4033094","","10.3389/fnins.2014.00117"
"24679893","EEG/fMRI contributions to our understanding of genetic generalized epilepsies","Kay B, Szaflarski JP.","Epilepsy Behav. 2014 May;34:129-35. doi: 10.1016/j.yebeh.2014.02.030. Epub 2014 Mar 25.","Kay B","Epilepsy Behav","2014","2014/04/01","PMC4008674","NIHMS573218","10.1016/j.yebeh.2014.02.030"
"24605889","Utility of foramen ovale electrodes in mesial temporal lobe epilepsy","Sheth SA, Aronson JP, Shafi MM, Phillips HW, Velez-Ruiz N, Walcott BP, Kwon CS, Mian MK, Dykstra AR, Cole A, Eskandar EN.","Epilepsia. 2014 May;55(5):713-724. doi: 10.1111/epi.12571. Epub 2014 Mar 7.","Sheth SA","Epilepsia","2014","2014/03/11","","","10.1111/epi.12571"
"24418509","Third order spectral analysis robust to mixing artifacts for mapping cross-frequency interactions in EEG/MEG","Chella F, Marzetti L, Pizzella V, Zappasodi F, Nolte G.","Neuroimage. 2014 May 1;91:146-61. doi: 10.1016/j.neuroimage.2013.12.064. Epub 2014 Jan 10.","Chella F","Neuroimage","2014","2014/01/15","PMC4158834","NIHMS615248","10.1016/j.neuroimage.2013.12.064"
"24808832","Does sleep deprivation alter functional EEG networks in children with focal epilepsy?","van Diessen E, Otte WM, Braun KP, Stam CJ, Jansen FE.","Front Syst Neurosci. 2014 Apr 29;8:67. doi: 10.3389/fnsys.2014.00067. eCollection 2014.","van Diessen E","Front Syst Neurosci","2014","2014/05/09","PMC4010773","","10.3389/fnsys.2014.00067"
"24452055","Detecting phase-amplitude coupling with high frequency resolution using adaptive decompositions","Pittman-Polletta B, Hsieh WH, Kaur S, Lo MT, Hu K.","J Neurosci Methods. 2014 Apr 15;226:15-32. doi: 10.1016/j.jneumeth.2014.01.006. Epub 2014 Jan 19.","Pittman-Polletta B","J Neurosci Methods","2014","2014/01/24","PMC4048932","NIHMS565240","10.1016/j.jneumeth.2014.01.006"
"24782741","ERPLAB: an open-source toolbox for the analysis of event-related potentials","Lopez-Calderon J, Luck SJ.","Front Hum Neurosci. 2014 Apr 14;8:213. doi: 10.3389/fnhum.2014.00213. eCollection 2014.","Lopez-Calderon J","Front Hum Neurosci","2014","2014/05/01","PMC3995046","","10.3389/fnhum.2014.00213"
"24722663","Human intracranial high frequency oscillations (HFOs) detected by automatic time-frequency analysis","Burnos S, Hilfiker P, Sürücü O, Scholkmann F, Krayenbühl N, Grunwald T, Sarnthein J.","PLoS One. 2014 Apr 10;9(4):e94381. doi: 10.1371/journal.pone.0094381. eCollection 2014.","Burnos S","PLoS One","2014","2014/04/12","PMC3983146","","10.1371/journal.pone.0094381"
"24782734","Neural decoding of expressive human movement from scalp electroencephalography (EEG)","Cruz-Garza JG, Hernandez ZR, Nepaul S, Bradley KK, Contreras-Vidal JL.","Front Hum Neurosci. 2014 Apr 8;8:188. doi: 10.3389/fnhum.2014.00188. eCollection 2014.","Cruz-Garza JG","Front Hum Neurosci","2014","2014/05/01","PMC3986521","","10.3389/fnhum.2014.00188"
